doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher
10.1099/vir.0.81450-0,open (via free article),publisher,,https://doi.org/10.1099/vir.0.81450-0,True,publishedVersion,2,https://doi.org/10.1099/vir.0.81450-0,journal-article,True,False,False,False,0022-1317,"0022-1317,1465-2099",Journal of General Virology,bronze,2006-04-01,Microbiology Society
10.1093/infdis/127.6.617,,,,,False,,2,https://doi.org/10.1093/infdis/127.6.617,journal-article,False,False,False,False,0022-1899,"0022-1899,1537-6613",Journal of Infectious Diseases,closed,1973-06-01,Oxford University Press (OUP)
10.7589/0090-3558-45.2.519,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-45/issue-2/0090-3558-45.2.519/Serologic-Evidence-of-Influenza-A-and-B-Viruses-in-South/10.7589/0090-3558-45.2.519.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-45.2.519,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2009-04-01,Wildlife Disease Association
10.1007/s00300-008-0500-6,,,,,False,,2,https://doi.org/10.1007/s00300-008-0500-6,journal-article,False,False,False,False,0722-4060,"0722-4060,1432-2056",Polar Biology,closed,2008-08-13,Springer Science and Business Media LLC
10.1128/jvi.02743-12,open (via free pdf),publisher,,https://jvi.asm.org/content/jvi/87/9/5193.full.pdf,True,publishedVersion,2,https://doi.org/10.1128/jvi.02743-12,journal-article,True,False,False,False,0022-538X,0022-538X,Journal of Virology,bronze,2013-02-28,American Society for Microbiology
10.7589/0090-3558-45.4.1163,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-45.4.1163,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-45.4.1163,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2009-10-01,Wildlife Disease Association
10.1080/00222930500439559,oa repository (via OAI-PMH doi match),repository,cc-by,https://zenodo.org/record/5221015/files/source.pdf,True,submittedVersion,2,https://doi.org/10.1080/00222930500439559,journal-article,True,False,False,False,0022-2933,"0022-2933,1464-5262",Journal of Natural History,green,2005-12-25,Informa UK Limited
10.1007/s11230-005-9008-4,,,,,False,,2,https://doi.org/10.1007/s11230-005-9008-4,journal-article,False,False,False,False,0165-5752,"0165-5752,1573-5192",Systematic Parasitology,closed,2006-04-27,Springer Science and Business Media LLC
10.1037/e536932004-001,,,,,False,,2,https://doi.org/10.1037/e536932004-001,dataset,False,False,False,False,,,PsycEXTRA Dataset,closed,1991-01-01,American Psychological Association (APA)
10.1017/s0031182000079403,oa repository (via OAI-PMH title and last author match),repository,,http://doc.rero.ch/record/298189/files/S0031182000079403.pdf,True,publishedVersion,2,https://doi.org/10.1017/s0031182000079403,journal-article,True,False,False,False,0031-1820,"0031-1820,1469-8161",Parasitology,green,1993-07-01,Cambridge University Press (CUP)
10.7589/0090-3558-29.2.266,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-29.2.266,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-29.2.266,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1993-04-01,Wildlife Disease Association
10.3354/dao01936,open (via free pdf),publisher,,https://www.int-res.com/articles/dao_oa/d081p013.pdf,True,publishedVersion,2,https://doi.org/10.3354/dao01936,journal-article,True,False,False,False,0177-5103,"0177-5103,1616-1580",Diseases of Aquatic Organisms,bronze,2008-08-19,Inter-Research Science Center
10.3354/dao02146,open (via free pdf),publisher,,https://www.int-res.com/articles/dao_oa/d088p143.pdf,True,publishedVersion,2,https://doi.org/10.3354/dao02146,journal-article,True,False,False,False,0177-5103,"0177-5103,1616-1580",Diseases of Aquatic Organisms,bronze,2010-01-25,Inter-Research Science Center
10.1016/j.tvjl.2004.10.020,,,,,False,,2,https://doi.org/10.1016/j.tvjl.2004.10.020,journal-article,False,False,False,False,1090-0233,1090-0233,The Veterinary Journal,closed,2006-03-01,Elsevier BV
10.1016/0304-4017(90)90049-h,,,,,False,,2,https://doi.org/10.1016/0304-4017(90)90049-h,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,1990-07-01,Elsevier BV
10.1136/vr.128.11.256-a,,,,,False,,2,https://doi.org/10.1136/vr.128.11.256-a,journal-article,False,False,False,False,0042-4900,"0042-4900,2042-7670",Veterinary Record,closed,1991-03-16,Wiley
10.7557/2.16.4.1287,open (via page says license),publisher,cc-by,https://septentrio.uit.no/index.php/rangifer/article/download/1287/1225,True,publishedVersion,2,https://doi.org/10.7557/2.16.4.1287,journal-article,True,False,False,True,0333-256X,1890-6729,Rangifer,gold,1996-01-01,UiT The Arctic University of Norway
10.1046/j.1439-0450.2000.00354.x,,,,,False,,2,https://doi.org/10.1046/j.1439-0450.2000.00354.x,journal-article,False,False,False,False,0931-1793,"0931-1793,1439-0450",Journal of Veterinary Medicine Series B,closed,2000-06-01,Wiley
10.1186/bf03547302,open (via free pdf),publisher,,https://actavetscand.biomedcentral.com/track/pdf/10.1186/BF03547302,True,publishedVersion,2,https://doi.org/10.1186/bf03547302,journal-article,True,False,False,False,0044-605X,1751-0147,Acta Veterinaria Scandinavica,bronze,1992-12-01,Springer Science and Business Media LLC
10.1111/j.1439-0310.1975.tb01125.x,,,,,False,,2,https://doi.org/10.1111/j.1439-0310.1975.tb01125.x,journal-article,False,False,False,False,0044-3573,0044-3573,Zeitschrift für Tierpsychologie,closed,2010-04-26,Wiley
10.4102/ojvr.v73i3.150,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/150/145,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v73i3.150,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2006-09-13,AOSIS
10.4102/ojvr.v86i1.1796,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/1796/2035,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v86i1.1796,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort Journal of Veterinary Research,gold,2019-11-06,AOSIS
10.4102/ojvr.v75i3.102,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/102/97,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v75i3.102,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2008-09-10,AOSIS
10.2307/3285239,,,,,False,,2,https://doi.org/10.2307/3285239,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,2001-10-01,JSTOR
10.4102/koedoe.v15i1.676,oa journal (via doaj),publisher,cc-by,https://koedoe.co.za/index.php/koedoe/article/download/676/705,True,publishedVersion,2,https://doi.org/10.4102/koedoe.v15i1.676,journal-article,True,False,True,True,0075-6458,"2071-0771,0075-6458",Koedoe,gold,1972-01-27,AOSIS
10.4102/ojvr.v71i3.256,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/256/236,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v71i3.256,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2004-11-08,AOSIS
10.1111/j.1365-2028.1978.tb00447.x,,,,,False,,2,https://doi.org/10.1111/j.1365-2028.1978.tb00447.x,journal-article,False,False,False,False,0141-6707,"0141-6707,1365-2028",African Journal of Ecology,closed,1978-01-01,Wiley
10.1111/j.1365-2028.1978.tb00447.x,,,,,False,,2,https://doi.org/10.1111/j.1365-2028.1978.tb00447.x,journal-article,False,False,False,False,0141-6707,"0141-6707,1365-2028",African Journal of Ecology,closed,1978-01-01,Wiley
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.4102/ojvr.v74i4.113,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/113/108,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v74i4.113,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2007-09-13,AOSIS
10.4102/ojvr.v75i3.102,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/102/97,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v75i3.102,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2008-09-10,AOSIS
10.4102/ojvr.v78i1.308,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/308/367,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v78i1.308,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2011-02-24,AOSIS
10.1645/ge-3189,,,,,False,,2,https://doi.org/10.1645/ge-3189,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2003-10-01,American Society of Parasitologists
10.4102/ojvr.v72i4.188,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/188/182,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v72i4.188,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2005-09-14,AOSIS
10.1645/ge-3189,,,,,False,,2,https://doi.org/10.1645/ge-3189,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2003-10-01,American Society of Parasitologists
10.4102/ojvr.v71i3.256,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/256/236,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v71i3.256,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2004-11-08,AOSIS
10.1007/978-3-642-60725-7_6,,,,,False,,2,https://doi.org/10.1007/978-3-642-60725-7_6,book-chapter,False,False,False,False,0070-8356,0070-8356,Vertical Food Web Interactions,closed,1997-01-01,Springer Berlin Heidelberg
10.4102/ojvr.v86i1.1796,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/1796/2035,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v86i1.1796,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort Journal of Veterinary Research,gold,2019-11-06,AOSIS
10.4102/ojvr.v78i1.308,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/308/367,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v78i1.308,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2011-02-24,AOSIS
10.4102/ojvr.v78i1.308,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/308/367,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v78i1.308,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2011-02-24,AOSIS
10.4102/ojvr.v78i1.308,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/308/367,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v78i1.308,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2011-02-24,AOSIS
10.4102/ojvr.v77i1.3,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/3/289,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v77i1.3,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2010-08-23,AOSIS
10.1007/bf00008829,,,,,False,,2,https://doi.org/10.1007/bf00008829,journal-article,False,False,False,False,0165-5752,"0165-5752,1573-5192",Systematic Parasitology,closed,1995-11-01,Springer Science and Business Media LLC
10.1016/j.vetpar.2010.11.006,oa repository (via OAI-PMH title and first author match),repository,,http://repository.up.ac.za/bitstream/handle/2263/17458/Pfitzer_Tick%282011%29.pdf%3Bjsessionid%3D117FB0995621D3D4CC19623F09E7B8F4?sequence%3D1,True,submittedVersion,2,https://doi.org/10.1016/j.vetpar.2010.11.006,journal-article,True,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,green,2011-03-01,Elsevier BV
10.4102/ojvr.v78i1.308,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/308/367,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v78i1.308,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2011-02-24,AOSIS
10.7589/0090-3558-33.4.812,,,,,False,,2,https://doi.org/10.7589/0090-3558-33.4.812,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1997-10-01,Wildlife Disease Association
10.7589/0090-3558-41.1.80,,,,,False,,2,https://doi.org/10.7589/0090-3558-41.1.80,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2005-01-01,Wildlife Disease Association
10.1292/jvms.70.1377,open (via free pdf),publisher,,https://www.jstage.jst.go.jp/article/jvms/70/12/70_12_1377/_pdf,True,publishedVersion,2,https://doi.org/10.1292/jvms.70.1377,journal-article,True,False,False,False,0916-7250,"0916-7250,1347-7439",Journal of Veterinary Medical Science,bronze,2008-01-01,Japanese Society of Veterinary Science
10.2478/s11687-008-0004-5,oa journal (via doaj),publisher,cc-by-nc-nd,https://content.sciendo.com/downloadpdf/journals/helm/45/1/article-p24.pdf,True,publishedVersion,2,https://doi.org/10.2478/s11687-008-0004-5,journal-article,True,False,True,True,0440-6605,"1336-9083,0440-6605",Helminthologia,gold,2008-03-01,Walter de Gruyter GmbH
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.1007/s11046-009-9216-6,,,,,False,,2,https://doi.org/10.1007/s11046-009-9216-6,journal-article,False,False,False,False,0301-486X,"0301-486X,1573-0832",Mycopathologia,closed,2009-06-16,Springer Science and Business Media LLC
10.3402/polar.v8i2.6824,open (via page says Open Access),publisher,implied-oa,https://www.tandfonline.com/doi/pdf/10.3402/polar.v8i2.6824?needAccess=true,True,publishedVersion,2,https://doi.org/10.3402/polar.v8i2.6824,journal-article,True,False,False,False,0800-0395,1751-8369,Polar Research,hybrid,1990-01-12,Norwegian Polar Institute
10.1111/j.1365-3164.2006.00548.x,,,,,False,,2,https://doi.org/10.1111/j.1365-3164.2006.00548.x,journal-article,False,False,False,False,0959-4493,"0959-4493,1365-3164",Veterinary Dermatology,closed,2006-12-01,Wiley
10.7589/0090-3558-23.1.23,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-23.1.23,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-23.1.23,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1987-01-01,Wildlife Disease Association
10.7589/0090-3558-22.1.1,,,,,False,,2,https://doi.org/10.7589/0090-3558-22.1.1,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1986-01-01,Wildlife Disease Association
10.1007/978-1-4613-2091-3_23,,,,,False,,2,https://doi.org/10.1007/978-1-4613-2091-3_23,book-chapter,False,False,False,False,0924-5359,0924-5359,Developments in Veterinary Virology,closed,1988-01-01,Springer US
10.1159/000460375,,,,,False,,2,https://doi.org/10.1159/000460375,journal-article,False,False,False,False,0047-2565,"0047-2565,1600-0684",Journal of Medical Primatology,closed,1972-01-01,S. Karger AG
10.7589/0090-3558-41.4.816,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-41.4.816,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-41.4.816,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2005-10-01,Wildlife Disease Association
10.1051/parasite/1995022173,open (via free pdf),publisher,,https://www.parasite-journal.org/articles/parasite/pdf/1995/02/parasite1995022p173.pdf,True,publishedVersion,2,https://doi.org/10.1051/parasite/1995022173,journal-article,True,False,False,False,1252-607X,"1252-607X,1776-1042",Parasite,bronze,1995-06-01,EDP Sciences
10.1644/06-mamm-a-248r.1,open (via free pdf),publisher,,https://academic.oup.com/jmammal/article-pdf/88/4/946/2698095/88-4-946.pdf,True,publishedVersion,2,https://doi.org/10.1644/06-mamm-a-248r.1,journal-article,True,False,False,False,0022-2372,"0022-2372,1545-1542",Journal of Mammalogy,bronze,2007-08-20,Oxford University Press (OUP)
10.7589/0090-3558-35.4.786,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-35.4.786,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-35.4.786,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1999-10-01,Wildlife Disease Association
10.1007/s00705-005-0679-6,,,,,False,,2,https://doi.org/10.1007/s00705-005-0679-6,journal-article,False,False,False,False,0304-8608,"0304-8608,1432-8798",Archives of Virology,closed,2005-11-21,Springer Science and Business Media LLC
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.7589/0090-3558-28.2.188,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-28.2.188,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-28.2.188,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1992-04-01,Wildlife Disease Association
10.1093/jmedent/36.2.190,,,,,False,,2,https://doi.org/10.1093/jmedent/36.2.190,journal-article,False,False,False,False,0022-2585,"0022-2585,1938-2928",Journal of Medical Entomology,closed,1999-03-01,Oxford University Press (OUP)
10.1139/f95-196,,,,,False,,2,https://doi.org/10.1139/f95-196,journal-article,False,False,False,False,0706-652X,"0706-652X,1205-7533",Canadian Journal of Fisheries and Aquatic Sciences,closed,1996-02-01,Canadian Science Publishing
10.1139/z93-303,,,,,False,,2,https://doi.org/10.1139/z93-303,journal-article,False,False,False,False,0008-4301,"0008-4301,1480-3283",Canadian Journal of Zoology,closed,1993-11-01,Canadian Science Publishing
10.17221/171/2019-vetmed,oa journal (via doaj),publisher,publisher-specific license,https://www.agriculturejournals.cz/publicFiles/171_2019-VETMED.pdf,True,publishedVersion,2,https://doi.org/10.17221/171/2019-vetmed,journal-article,True,False,True,True,0375-8427,"0375-8427,1805-9392",Veterinární Medicína,gold,2021-03-02,Czech Academy of Agricultural Sciences
10.2298/vetgl0604223i,oa journal (via doaj),publisher,cc-by,https://doi.org/10.2298/vetgl0604223i,True,publishedVersion,2,https://doi.org/10.2298/vetgl0604223i,journal-article,True,False,True,True,0350-2457,"0350-2457,2406-0771",Veterinarski glasnik,gold,2006-01-01,National Library of Serbia
10.7589/0090-3558-45.4.1221,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-45/issue-4/0090-3558-45.4.1221/Endoparasites-of-the-Coyote-Canis-latrans-a-Recent-Migrant-to/10.7589/0090-3558-45.4.1221.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-45.4.1221,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2009-10-01,Wildlife Disease Association
10.1093/jmedent/31.3.500,,,,,False,,2,https://doi.org/10.1093/jmedent/31.3.500,journal-article,False,False,False,False,0022-2585,"1938-2928,0022-2585",Journal of Medical Entomology,closed,1994-05-01,Oxford University Press (OUP)
10.1093/jmedent/31.3.500,,,,,False,,2,https://doi.org/10.1093/jmedent/31.3.500,journal-article,False,False,False,False,0022-2585,"1938-2928,0022-2585",Journal of Medical Entomology,closed,1994-05-01,Oxford University Press (OUP)
10.1654/4314.1,,,,,False,,2,https://doi.org/10.1654/4314.1,journal-article,False,False,False,False,1525-2647,1525-2647,Comparative Parasitology,closed,2008-01-01,Helminthological Society
10.1089/vbz.2008.0075,oa repository (via OAI-PMH doi match),repository,,http://europepmc.org/articles/pmc2976642?pdf=render,True,publishedVersion,2,https://doi.org/10.1089/vbz.2008.0075,journal-article,True,False,False,False,1530-3667,"1530-3667,1557-7759",Vector-Borne and Zoonotic Diseases,green,2009-10-01,Mary Ann Liebert Inc
10.3201/eid0602.000214,oa journal (via doaj),publisher,cc-by,https://wwwnc.cdc.gov/eid/content/24/9/pdfs/v24-n9.pdf,True,publishedVersion,2,https://doi.org/10.3201/eid0602.000214,journal-article,True,False,True,True,1080-6040,1080-6040,Emerging Infectious Diseases,gold,2000-04-01,Centers for Disease Control and Prevention (CDC)
10.7589/0090-3558-29.4.599,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-29.4.599,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-29.4.599,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1993-10-01,Wildlife Disease Association
10.1016/j.prevetmed.2007.01.004,,,,,False,,2,https://doi.org/10.1016/j.prevetmed.2007.01.004,journal-article,False,False,False,False,0167-5877,0167-5877,Preventive Veterinary Medicine,closed,2007-06-01,Elsevier BV
10.1007/978-1-349-05667-5_22,,,,,False,,2,https://doi.org/10.1007/978-1-349-05667-5_22,book-chapter,False,False,False,False,,,Sean O’Casey,closed,1982-01-01,Palgrave Macmillan UK
10.1017/s0022149x07868775,oa repository (via OAI-PMH title and first author match),repository,,http://doc.rero.ch/record/11977/files/Brossard_M._-_Infection_of_red_foxes_with_Echinococcus_20090602.pdf,True,submittedVersion,2,https://doi.org/10.1017/s0022149x07868775,journal-article,True,False,False,False,0022-149X,"0022-149X,1475-2697",Journal of Helminthology,green,2007-12-01,Cambridge University Press (CUP)
10.1638/2020-0134,,,,,False,,2,https://doi.org/10.1638/2020-0134,journal-article,False,False,False,False,1042-7260,1042-7260,Journal of Zoo and Wildlife Medicine,closed,2021-04-01,American Association of Zoo Veterinarians
10.1016/j.vetimm.2009.10.014,oa repository (via OAI-PMH doi match),repository,,http://europepmc.org/articles/pmc2822106?pdf=render,True,acceptedVersion,2,https://doi.org/10.1016/j.vetimm.2009.10.014,journal-article,True,False,False,False,0165-2427,0165-2427,Veterinary Immunology and Immunopathology,green,2010-03-01,Elsevier BV
10.7589/0090-3558-47.632.636,oa repository (via OAI-PMH title and first author match),repository,,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1017&context=michbovinetb,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-47.632.636,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,1998-07-01,Wildlife Disease Association
10.7589/0090-3558-37.1.58,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-37.1.58,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-37.1.58,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2001-01-01,Wildlife Disease Association
10.7589/0090-3558-46.1.297,oa repository (via OAI-PMH title and first author match),repository,,https://animalstudiesrepository.org/cgi/viewcontent.cgi?article=1000&context=parasi,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-46.1.297,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2010-01-01,Wildlife Disease Association
10.1016/j.vetmic.2006.10.002,,,,,False,,2,https://doi.org/10.1016/j.vetmic.2006.10.002,journal-article,False,False,False,False,0378-1135,0378-1135,Veterinary Microbiology,closed,2007-02-01,Elsevier BV
10.2307/1375019,,,,,False,,2,https://doi.org/10.2307/1375019,journal-article,False,False,False,False,0022-2372,0022-2372,Journal of Mammalogy,closed,1944-05-01,Oxford University Press (OUP)
10.7589/0090-3558-34.4.820,,,,,False,,2,https://doi.org/10.7589/0090-3558-34.4.820,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1998-10-01,Wildlife Disease Association
10.1007/s10393-012-0809-z,,,,,False,,2,https://doi.org/10.1007/s10393-012-0809-z,journal-article,False,False,False,False,1612-9202,"1612-9202,1612-9210",EcoHealth,closed,2013-02-13,Springer Science and Business Media LLC
10.1093/oxfordjournals.aje.a118895,,,,,False,,2,https://doi.org/10.1093/oxfordjournals.aje.a118895,journal-article,False,False,False,False,0002-9262,"1476-6256,0002-9262",American Journal of Epidemiology,closed,1944-01-01,Oxford University Press (OUP)
10.14411/fp.2012.032,open (via free pdf),publisher,,http://folia.paru.cas.cz/doi/10.14411/fp.2012.032.pdf,True,publishedVersion,2,https://doi.org/10.14411/fp.2012.032,journal-article,True,False,False,False,0015-5683,"0015-5683,1803-6465",Folia Parasitologica,bronze,2012-09-21,"Biology Centre, AS CR"
10.1177/0300985810363720,,,,,False,,2,https://doi.org/10.1177/0300985810363720,journal-article,False,False,False,False,0300-9858,"0300-9858,1544-2217",Veterinary Pathology,closed,2010-04-07,SAGE Publications
10.7589/0090-3558-41.4.745,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-41/issue-4/0090-3558-41.4.745/POXVIRUS-INFECTION-OF-STELLER-SEA-LIONS-EUMETOPIAS-JUBATUS-IN-ALASKA/10.7589/0090-3558-41.4.745.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-41.4.745,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2005-10-01,Wildlife Disease Association
10.7589/0090-3558-41.3.512,,,,,False,,2,https://doi.org/10.7589/0090-3558-41.3.512,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2005-07-01,Wildlife Disease Association
10.4269/ajtmh.1984.33.940,,,,,False,,2,https://doi.org/10.4269/ajtmh.1984.33.940,journal-article,False,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,closed,1984-09-01,American Society of Tropical Medicine and Hygiene
10.1638/05-016.1,,,,,False,,2,https://doi.org/10.1638/05-016.1,journal-article,False,False,False,False,1042-7260,"1042-7260,1937-2825",Journal of Zoo and Wildlife Medicine,closed,2007-03-01,American Association of Zoo Veterinarians
10.2307/3273891,,,,,False,,2,https://doi.org/10.2307/3273891,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1954-08-01,JSTOR
10.7589/0090-3558-28.3.474,,,,,False,,2,https://doi.org/10.7589/0090-3558-28.3.474,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1992-07-01,Wildlife Disease Association
10.1006/anbe.1996.0203,,,,,False,,2,https://doi.org/10.1006/anbe.1996.0203,journal-article,False,False,False,False,0003-3472,0003-3472,Animal Behaviour,closed,1996-09-01,Elsevier BV
10.1016/0304-4017(93)90119-8,,,,,False,,2,https://doi.org/10.1016/0304-4017(93)90119-8,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,1993-09-01,Elsevier BV
10.1139/z87-105,,,,,False,,2,https://doi.org/10.1139/z87-105,journal-article,False,False,False,False,0008-4301,"0008-4301,1480-3283",Canadian Journal of Zoology,closed,1987-03-01,Canadian Science Publishing
10.2307/3276856,,,,,False,,2,https://doi.org/10.2307/3276856,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1967-10-01,JSTOR
10.1016/j.vetpar.2004.09.033,,,,,False,,2,https://doi.org/10.1016/j.vetpar.2004.09.033,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2005-03-01,Elsevier BV
10.1111/tbed.12688,,,,,False,,2,https://doi.org/10.1111/tbed.12688,journal-article,False,False,False,False,1865-1674,1865-1674,Transboundary and Emerging Diseases,closed,2017-08-01,Wiley
